index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
61,04C0001014,1235376104,"Gastroenterology & Surgery Center Of Ar, Ii, Llc",8908 Kanis Road,Little Rock,AR,Arkansas,Pulaski County,72205,34.74,-92.37,NA,NA,1191,No Different Than the NAtioNAl Rate,15.4,NA,NA,5,5119,2403,1002,"Little Rock-North Little Rock-Conway, AR",30780,31.2,32,31.1,2731,1168,0.428,1563,0.572,541,0.205,1888,0.715,0,0,41,0.016,91,0.033,382748,2,Small-in a metro area with fewer than 1 million residents,0,2019
62,04C0001013,1215919329,"The Gastro-Intestinal Center, Inc",405 North University,Little Rock,AR,Arkansas,Pulaski County,72205,34.75,-92.34,94.35,NA,2300,No Different Than the NAtioNAl Rate,11.2,NA,NA,5,5119,980200,1010,"Little Rock-North Little Rock-Conway, AR",30780,30.5,31.1,21.9,454,301,0.663,153,0.337,220,0.506,203,0.467,4,0.009,0,0,19,0.042,382748,2,Small-in a metro area with fewer than 1 million residents,0,2019
63,04C0001065,1902860679,Advanced Cataract Surgery & Laser Center,3002 Rogers Avenue,Fort Smith,AR,Arkansas,Sebastian County,72901,35.37,-94.4,NA,NA,NA,NA,NA,NA,0.44,5,5131,1101,1006,"Fort Smith, AR-OK",22900,60.3,59.5,60.4,1003,515,0.513,488,0.487,846,0.891,43,0.045,0,0,13,0.014,54,0.054,125744,2,Small-in a metro area with fewer than 1 million residents,0,2019
64,04C0001075,1619037066,South Arkansas Surgery Center,4310 South Mulberry,El Dorado,AR,Arkansas,Union County,71730,33.21,-92.71,NA,NA,412,No Different Than the NAtioNAl Rate,12,NA,NA,5,5139,950800,4000,"El Dorado, AR",NA,37.2,33.3,42.6,1357,690,0.508,667,0.492,1118,0.824,117,0.086,0,0,0,0,0,0,41639,8,Micropolitan not adjacent to a metro area,1,2019
65,04C0001041,1922187103,"North Hills Surgery Center, Llc",3271 Wimberly Drive,Fayetteville,AR,Arkansas,Washington County,72703,36.11,-94.15,NA,NA,383,No Different Than the NAtioNAl Rate,13.6,NA,NA,5,5143,10705,3015,"Fayetteville-Springdale-Rogers, AR",22220,43.6,37.4,50.9,1605,810,0.505,795,0.495,1039,0.79,156,0.119,0,0,0,0,289,0.18,203065,2,Small-in a metro area with fewer than 1 million residents,0,2019
66,04C0001019,1922070911,North Hills Gastroenterology Endoscopy Ct,3344 North Futrall Drive,Fayetteville,AR,Arkansas,Washington County,72703,36.11,-94.16,NA,NA,2920,No Different Than the NAtioNAl Rate,10.3,NA,NA,5,5143,10705,3013,"Fayetteville-Springdale-Rogers, AR",NA,43.6,37.4,50.9,1605,810,0.505,795,0.495,1039,0.79,156,0.119,0,0,0,0,289,0.18,203065,2,Small-in a metro area with fewer than 1 million residents,0,2019
67,03C0001054,1588665269,Cochise Eye And Laser/Rf Eye Pc,2445 East Willcox Drive,Sierra Vista,AZ,Arizona,Cochise County,85635,31.55,-110.27,NA,100,NA,NA,NA,100,0,4,4003,1602,2023,"Sierra Vista-Douglas, AZ",43420,54.1,56.2,50,1099,419,0.381,680,0.619,492,0.667,62,0.084,5,0.007,90,0.122,361,0.328,131346,2,Small-in a metro area with fewer than 1 million residents,0,2019
68,03C0001212,1871596114,Northern Arizona Surgicenter,1020 North San Francisco #100,Flagstaff,AZ,Arizona,Coconino County,86001,35.21,-111.64,NA,NA,NA,NA,NA,100,NA,4,4005,200,1016,"Flagstaff, AZ",22380,38.5,30.4,46.1,1428,822,0.576,606,0.424,879,0.766,2,0.002,183,0.16,69,0.06,281,0.197,134421,2,Small-in a metro area with fewer than 1 million residents,0,2019
69,03C0001268,1679566582,"Forest Canyon Endoscopy And Surgery Center, Pc",560 North Switzer Canyon Drive,Flagstaff,AZ,Arizona,Coconino County,86001,35.2,-111.64,NA,NA,2206,Worse Than the NAtioNAl Rate,15.7,NA,NA,4,4005,1201,1012,"Flagstaff, AZ",NA,37,38.3,36.3,1418,748,0.528,670,0.472,1184,0.886,0,0,39,0.029,33,0.025,82,0.058,134421,2,Small-in a metro area with fewer than 1 million residents,0,2019
70,03C0001071,1649668781,Summit Surgery Center,"7015 Highway 190 E Service Rd, Suite 101B",Flagstaff,AZ,Arizona,Coconino County,86001,35.21,-111.64,NA,NA,NA,NA,NA,89.58,NA,4,4005,200,1016,"Flagstaff, AZ",NA,38.5,30.4,46.1,1428,822,0.576,606,0.424,879,0.766,2,0.002,183,0.16,69,0.06,281,0.197,134421,2,Small-in a metro area with fewer than 1 million residents,0,2019
71,03C0001092,1740287168,Arizona Outpatient Surgery Center,6245 North 16Th St,Phoenix,AZ,Arizona,Maricopa County,85016,33.53,-112.05,NA,NA,207,No Different Than the NAtioNAl Rate,12,NA,NA,4,4013,106502,1001,"Phoenix-Mesa-Chandler, AZ",38060,38.9,37.1,47,1234,625,0.506,609,0.494,658,0.743,133,0.15,0,0,53,0.06,348,0.282,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
72,03C0001253,1245239656,Surgery Center Of Gilbert,"2450 East Guadalupe Road, Suite 101",Gilbert,AZ,Arizona,Maricopa County,85234,33.36,-111.74,NA,NA,NA,NA,NA,99.87,0.25,4,4013,422510,2004,"Phoenix-Mesa-Chandler, AZ",38060,43.5,45.3,35.7,680,260,0.382,420,0.618,665,1,0,0,0,0,0,0,15,0.022,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
73,03C0001239,1386823854,Thunderbird Endoscopy Center,"5823 West Eugie Avenue, Suite B",Glendale,AZ,Arizona,Maricopa County,85306,33.61,-112.18,NA,NA,3322,No Different Than the NAtioNAl Rate,12,NA,NA,4,4013,104224,3001,"Phoenix-Mesa-Chandler, AZ",38060,42.1,42.1,41,1695,610,0.36,1085,0.64,1240,0.859,111,0.077,3,0.002,75,0.052,252,0.149,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
74,03C0001298,1598996894,"Surgical Elite Of Avondale, Llc","10815 West Mcdowell Road, Suite101",Avondale,AZ,Arizona,Maricopa County,85392,33.46,-112.3,NA,NA,455,No Different Than the NAtioNAl Rate,12.8,NA,NA,4,4013,82027,1009,"Phoenix-Mesa-Chandler, AZ",38060,25.5,25.5,25.5,1484,604,0.407,880,0.593,515,0.625,245,0.297,0,0,0,0,660,0.445,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
75,03C0001244,1720125156,"Scottsdale Eye Institute, Pllc","215 South Power Road, Suite 112",Mesa,AZ,Arizona,Maricopa County,85206,33.41,-111.68,NA,NA,NA,NA,NA,NA,0.51,4,4013,422626,1009,"Phoenix-Mesa-Chandler, AZ",38060,72.8,72.9,72.8,1859,795,0.428,1064,0.572,1447,0.886,179,0.11,0,0,8,0.005,225,0.121,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
76,03C0001304,1710047188,Arrowhead Endoscopy & Pain Management Center Llc,"18699 North 67Th Avenue, Suite 140",Glendale,AZ,Arizona,Maricopa County,85308,33.65,-112.2,NA,NA,1301,No Different Than the NAtioNAl Rate,14.7,NA,NA,4,4013,617800,1001,"Phoenix-Mesa-Chandler, AZ",38060,53.5,53.3,53.9,523,294,0.562,229,0.438,411,0.865,16,0.034,0,0,19,0.04,48,0.092,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
77,03C0001266,1851516728,"Phoenix Endoscopy, Llc",349 East Coronado Road,Phoenix,AZ,Arizona,Maricopa County,85004,33.47,-112.07,NA,NA,1528,No Different Than the NAtioNAl Rate,12.2,NA,NA,4,4013,111800,4005,"Phoenix-Mesa-Chandler, AZ",38060,33.8,41.3,30.2,969,511,0.527,458,0.473,659,0.873,74,0.098,0,0,22,0.029,214,0.221,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
78,03C0001376,1164871075,Central Az Gi And Liver Institute,4001 East Baseline Rd Suite 102,Gilbert,AZ,Arizona,Maricopa County,85234,33.38,-111.75,81.28,NA,187,No Different Than the NAtioNAl Rate,12.2,NA,NA,4,4013,422507,1004,"Phoenix-Mesa-Chandler, AZ",38060,38.2,36.6,40.3,1920,967,0.504,953,0.496,1358,0.834,31,0.019,8,0.005,166,0.102,291,0.152,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
79,03C0001265,1306843222,St Joseph'S Outpatient Surgery Center,"240 West Thomas Road, Suite A",Phoenix,AZ,Arizona,Maricopa County,85012,33.48,-112.07,100,NA,262,No Different Than the NAtioNAl Rate,12,100,NA,4,4013,111800,1002,"Phoenix-Mesa-Chandler, AZ",38060,47.8,49.1,43.9,650,262,0.403,388,0.597,413,0.86,21,0.044,0,0,46,0.096,170,0.262,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
80,03C0001260,1164414447,East Valley Endoscopy Pllc,"6020 East Arbor Avenue, Suite 105",Mesa,AZ,Arizona,Maricopa County,85206,33.41,-111.7,NA,NA,5140,No Different Than the NAtioNAl Rate,13.5,NA,NA,4,4013,422625,2036,"Phoenix-Mesa-Chandler, AZ",38060,73,73.4,72.7,1736,718,0.414,1018,0.586,1550,0.981,26,0.016,0,0,0,0,156,0.09,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
81,03C0001295,1043239338,North Valley Endoscopy Ctr,888 Lakeside Village Commons,Phoenix,AZ,Arizona,Maricopa County,85032,33.63,-112,NA,NA,2390,No Different Than the NAtioNAl Rate,11.8,NA,NA,4,4013,103303,1016,"Phoenix-Mesa-Chandler, AZ",NA,44.1,42.4,44.6,1891,877,0.464,1014,0.536,1199,0.944,0,0,7,0.006,40,0.031,621,0.328,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
82,03C0001313,1063693588,"Southwest Endoscopy & Surgicenter, Llc","2223 East Baseline Road, Suite # B",Gilbert,AZ,Arizona,Maricopa County,85234,33.38,-111.78,NA,NA,4006,No Different Than the NAtioNAl Rate,14.1,NA,NA,4,4013,422503,3012,"Phoenix-Mesa-Chandler, AZ",38060,28.9,32.9,26.5,2277,1195,0.525,1082,0.475,1129,0.781,0,0,0,0,15,0.01,832,0.365,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
83,03C0001305,1992713176,Desert Ridge Outpatient Surgery Center,"20940 North Tatum Boulevard, Suite 100",Phoenix,AZ,Arizona,Maricopa County,85050,33.68,-111.98,NA,NA,595,No Different Than the NAtioNAl Rate,13.2,NA,NA,4,4013,615002,3001,"Phoenix-Mesa-Chandler, AZ",38060,51.8,38.8,81.2,1432,776,0.542,656,0.458,1010,0.882,14,0.012,0,0,121,0.106,287,0.2,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
84,03C0001070,1104341353,Jon R Hillegas Surgery Center,"13640 North Plaza Del Rio Boulevard, Suite135",Peoria,AZ,Arizona,Maricopa County,85381,33.61,-112.26,NA,NA,471,No Different Than the NAtioNAl Rate,13.2,NA,NA,4,4013,71506,4001,"Phoenix-Mesa-Chandler, AZ",38060,72.1,71.5,72.7,728,316,0.434,412,0.566,697,0.982,13,0.018,0,0,0,0,18,0.025,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
85,03C0001001,1770008922,"Surgicenter Of America, Lp",1040 East Mcdowell Road,Phoenix,AZ,Arizona,Maricopa County,85006,33.47,-112.06,NA,NA,371,No Different Than the NAtioNAl Rate,11.1,NA,NA,4,4013,111700,3012,"Phoenix-Mesa-Chandler, AZ",38060,50.3,50.6,50.2,1134,573,0.505,561,0.495,603,0.74,0,0,148,0.182,19,0.023,319,0.281,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
86,03C0001052,1154387710,Warner Park Surgery Center,"604 West Warner Road, Building A",Chandler,AZ,Arizona,Maricopa County,85225,33.34,-111.85,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,4,4013,422209,5003,"Phoenix-Mesa-Chandler, AZ",38060,29.4,25.1,35.3,2674,1388,0.519,1286,0.481,957,0.667,261,0.182,0,0,191,0.133,1240,0.464,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
87,03C0001016,1992706899,Surgery Center Of Peoria,"13260 N. 94Th Drive, Suite # 301",Peoria,AZ,Arizona,Maricopa County,85381,33.6,-112.26,NA,NA,NA,NA,NA,100,NA,4,4013,71516,1001,"Phoenix-Mesa-Chandler, AZ",38060,44.4,44.7,42,2146,854,0.398,1292,0.602,1508,0.809,206,0.11,20,0.011,48,0.026,281,0.131,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
88,03C0001314,1699943290,"Southeast Valley Endoscopy Center, Llc",875 South Dobson Road,Chandler,AZ,Arizona,Maricopa County,85224,33.32,-111.88,NA,NA,4311,No Different Than the NAtioNAl Rate,11.9,NA,NA,4,4013,810800,1000,"Phoenix-Mesa-Chandler, AZ",38060,39.6,37.7,39.9,2268,1077,0.475,1191,0.525,1056,0.585,22,0.012,0,0,621,0.344,464,0.205,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
89,03C0001044,1104894369,Valley Outpatient Surgery Ctr,"160 West University Drive, # 1",Mesa,AZ,Arizona,Maricopa County,85201,33.42,-111.84,NA,NA,NA,NA,NA,NA,0.34,4,4013,421302,1007,"Phoenix-Mesa-Chandler, AZ",NA,33.4,30.7,40.6,2205,1085,0.492,1120,0.508,1152,0.873,27,0.02,0,0,22,0.017,886,0.402,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
90,03C0001233,1639431653,Desert Cliffs Ambulatory Surgical Facility,"2250 West Southern Avenue, Suite #101",Mesa,AZ,Arizona,Maricopa County,85202,33.39,-111.88,NA,NA,NA,NA,NA,100,NA,4,4013,319404,2003,"Phoenix-Mesa-Chandler, AZ",38060,60.7,53,69.5,1826,827,0.453,999,0.547,1478,0.882,105,0.063,72,0.043,9,0.005,150,0.082,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
91,03C0001284,1881113785,Banner Estrella Surgery Center Llc,9301 W. Thomas Rd.,Phoenix,AZ,Arizona,Maricopa County,85037,33.48,-112.26,NA,NA,75,No Different Than the NAtioNAl Rate,11.7,NA,NA,4,4013,82017,1001,"Phoenix-Mesa-Chandler, AZ",38060,19.4,11.1,24.7,2015,1016,0.504,999,0.496,53,0.062,693,0.814,18,0.021,47,0.055,1164,0.578,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
92,03C0001224,1689755928,"Canyon Surgery Center, Llc","6036 North 19Th Avenue, Suite 100",Phoenix,AZ,Arizona,Maricopa County,85015,33.53,-112.1,NA,NA,NA,NA,NA,100,NA,4,4013,106802,3000,"Phoenix-Mesa-Chandler, AZ",38060,37.1,37.4,35.5,1051,473,0.45,578,0.55,627,0.794,153,0.194,10,0.013,0,0,261,0.248,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
93,03C0001087,1427029396,Mayo Clinic  Ambulatory Surgery Center,13400 East Shea Boulevard,Scottsdale,AZ,Arizona,Maricopa County,85259,33.59,-111.79,93.65,NA,3094,Worse Than the NAtioNAl Rate,15.3,NA,NA,4,4013,216859,1007,"Phoenix-Mesa-Chandler, AZ",38060,57.9,57.7,58.1,1647,686,0.417,961,0.583,1532,0.989,0,0,0,0,17,0.011,98,0.06,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
94,03C0001345,1093085904,Arizona Advanced Endoscopy Llc,2680 South Val Vista Drive  Suite #127,Gilbert,AZ,Arizona,Maricopa County,85295,33.3,-111.76,NA,NA,1570,No Different Than the NAtioNAl Rate,12.1,NA,NA,4,4013,815402,1000,"Phoenix-Mesa-Chandler, AZ",38060,30.6,31.3,30.3,3286,1480,0.45,1806,0.55,1932,0.752,100,0.039,0,0,443,0.172,716,0.218,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
95,03C0001302,1790104248,"Pinnacle Surgery Center Of Peoria, Llc",6790 West Thunderbird Road,Peoria,AZ,Arizona,Maricopa County,85381,33.61,-112.2,NA,NA,158,No Different Than the NAtioNAl Rate,13.4,NA,NA,4,4013,104223,2002,"Phoenix-Mesa-Chandler, AZ",38060,47.7,46.6,54.2,1376,701,0.509,675,0.491,871,0.832,0,0,0,0,152,0.145,329,0.239,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
96,03C0001316,1528284767,Paramount Surgery Center Of Mesa,"1114 South Higley Road, Suite 100",Mesa,AZ,Arizona,Maricopa County,85206,33.4,-111.72,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,4,4013,422607,1000,"Phoenix-Mesa-Chandler, AZ",38060,69.5,67.6,72.1,1770,813,0.459,957,0.541,1376,0.981,19,0.014,6,0.004,1,0.001,368,0.208,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
97,03C0001020,1659343648,Swagel Wootton Eye Center,220 South 63Rd Street,Mesa,AZ,Arizona,Maricopa County,85206,33.41,-111.69,NA,NA,NA,NA,NA,NA,0.56,4,4013,422625,3023,"Phoenix-Mesa-Chandler, AZ",38060,49.5,50.2,49.3,374,204,0.545,170,0.455,266,0.93,9,0.031,11,0.038,0,0,88,0.235,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
98,03C0001279,1093086183,Chandler Endoscopy Center,"600 South Dobson Road, Building A",Chandler,AZ,Arizona,Maricopa County,85224,33.31,-111.88,38.45,NA,2233,No Different Than the NAtioNAl Rate,13.3,NA,NA,4,4013,810800,2002,"Phoenix-Mesa-Chandler, AZ",38060,35.9,35.3,38.3,2062,962,0.467,1100,0.533,1223,0.704,11,0.006,10,0.006,393,0.226,325,0.158,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
99,03C0001261,1023074291,Arizona Eye Institute And Cosmetic Laser Center,19052  R H Johnson Boulevard,Sun City West,AZ,Arizona,Maricopa County,85375,33.66,-112.35,NA,NA,NA,NA,NA,NA,NA,4,4013,40506,1003,"Phoenix-Mesa-Chandler, AZ",38060,72,74.3,70.9,1924,801,0.416,1123,0.584,1924,1,0,0,0,0,0,0,0,0,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
100,03C0001286,1073588356,Digestive Health Specialists Endoscopy Center-Az,"8573 East Princess Drive, #117",Scottsdale,AZ,Arizona,Maricopa County,85255,33.65,-111.9,NA,NA,3585,No Different Than the NAtioNAl Rate,10.9,NA,NA,4,4013,216845,1002,"Phoenix-Mesa-Chandler, AZ",38060,32.5,32,33,1021,429,0.42,592,0.58,732,0.848,16,0.019,0,0,108,0.125,158,0.155,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
101,03C0001041,1073579256,Outpatient Surgical Care Ltd,"1530 West Glendale Avenue, Suite 105",Phoenix,AZ,Arizona,Maricopa County,85020,33.54,-112.05,NA,NA,NA,NA,NA,NA,0.06,4,4013,106300,2005,"Phoenix-Mesa-Chandler, AZ",38060,55.7,46.5,60.3,1531,657,0.429,874,0.571,1497,0.985,16,0.011,0,0,0,0,11,0.007,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
102,03C0001284,1366873515,Banner Estrella Surgery Center,"Estrella Medical Plaza I, 9301 West Thomas Road",Phoenix,AZ,Arizona,Maricopa County,85037,33.37,-111.89,NA,NA,32,No Different Than the NAtioNAl Rate,11.9,NA,NA,4,4013,422212,2001,"Phoenix-Mesa-Chandler, AZ",38060,47.5,44.7,50.2,1804,853,0.473,951,0.527,1468,0.946,32,0.021,4,0.003,32,0.021,252,0.14,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
103,03C0001080,1972578771,Sun City Endoscopy Center,13203 North 103Rd Ave,Sun City,AZ,Arizona,Maricopa County,85351,33.6,-112.28,NA,NA,4300,No Different Than the NAtioNAl Rate,10.4,NA,NA,4,4013,71801,2002,"Phoenix-Mesa-Chandler, AZ",38060,79.8,73.5,87.6,609,169,0.278,440,0.722,587,0.964,0,0,0,0,0,0,0,0,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
104,03C0001322,1851531248,Laser Surgery Center At Dreamy Draw,10255 North 32Nd Street,Phoenix,AZ,Arizona,Maricopa County,85028,33.58,-112.01,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,4,4013,105101,1010,"Phoenix-Mesa-Chandler, AZ",38060,53.3,53.6,52.7,1000,482,0.482,518,0.518,819,0.863,0,0,14,0.015,39,0.041,51,0.051,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
105,03C0001283,1336272657,Arizona Digestive Center,"8761 East Bell Road, Suite 105",Scottsdale,AZ,Arizona,Maricopa County,85255,33.64,-111.89,NA,NA,1203,No Different Than the NAtioNAl Rate,10.5,NA,NA,4,4013,216860,2005,"Phoenix-Mesa-Chandler, AZ",38060,45.9,45.5,48.2,2205,1117,0.507,1088,0.493,1618,0.763,111,0.052,0,0,391,0.184,85,0.039,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
106,03C0001237,1245233923,Spectra Eye Institute,9849 West Thunderbird,Sun City,AZ,Arizona,Maricopa County,85351,33.61,-112.27,NA,NA,NA,NA,NA,NA,0.39,4,4013,71503,5013,"Phoenix-Mesa-Chandler, AZ",38060,75.4,74.7,76.3,2327,778,0.334,1549,0.666,2263,0.981,16,0.007,0,0,29,0.013,19,0.008,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
107,03C0001381,1962943118,Spectra Eye Institute Llc,15401 North 29Th Ave Suite 201,Phoenix,AZ,Arizona,Maricopa County,85053,33.63,-112.12,NA,NA,NA,NA,NA,NA,0.7,4,4013,104207,2003,"Phoenix-Mesa-Chandler, AZ",38060,39,37.9,41.5,1442,713,0.494,729,0.506,985,0.843,0,0,0,0,123,0.105,273,0.189,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
108,03C0001249,1710942370,Scottsdale Endoscopy Center,"9787 North 91St  Street, Suite 103",Scottsdale,AZ,Arizona,Maricopa County,85258,33.57,-111.88,39.26,NA,2295,No Different Than the NAtioNAl Rate,11.5,NA,NA,4,4013,216810,1030,"Phoenix-Mesa-Chandler, AZ",38060,55.1,53.1,57.2,1673,649,0.388,1024,0.612,1451,0.901,0,0,0,0,147,0.091,62,0.037,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
109,03C0001363,1740681733,Surgcenter Of Greater Phoenix Llc,7231 East Princess Boulevard,Scottsdale,AZ,Arizona,Maricopa County,85255,33.65,-111.92,NA,NA,NA,NA,NA,98.91,NA,4,4013,216845,2013,"Phoenix-Mesa-Chandler, AZ",38060,61.2,55.8,61.6,1144,501,0.438,643,0.562,937,0.865,0,0,0,0,136,0.126,61,0.053,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
110,03C0001235,1760445928,Arizona Endoscopy Center,1410 East Mcdowell Road,Phoenix,AZ,Arizona,Maricopa County,85006,33.47,-112.05,NA,NA,2393,No Different Than the NAtioNAl Rate,11.9,NA,NA,4,4013,111700,2016,"Phoenix-Mesa-Chandler, AZ",38060,40.9,50.6,32.7,1444,590,0.409,854,0.591,557,0.55,417,0.412,0,0,18,0.018,431,0.298,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
111,03C0001285,1154326650,North Valley Surgery Center,"9522 East San Salvador, Suite 100",Scottsdale,AZ,Arizona,Maricopa County,85258,33.57,-111.88,NA,NA,1943,No Different Than the NAtioNAl Rate,12.2,NA,NA,4,4013,216810,1030,"Phoenix-Mesa-Chandler, AZ",38060,55.1,53.1,57.2,1673,649,0.388,1024,0.612,1451,0.901,0,0,0,0,147,0.091,62,0.037,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
112,03C0001291,1760907919,Sun City West Ambulatory Surgery Center,"14416 West Meeker Boulevard, Suite 103",Sun City West,AZ,Arizona,Maricopa County,85375,33.66,-112.37,NA,NA,747,No Different Than the NAtioNAl Rate,12.5,NA,NA,4,4013,40507,3011,"Phoenix-Mesa-Chandler, AZ",38060,73.4,73.2,73.5,727,368,0.506,359,0.494,649,0.915,27,0.038,14,0.02,0,0,18,0.025,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
113,03C0001223,1265544191,Cigna Medical Group-Clyde Wright Center,755 East Mcdowell Road,Phoenix,AZ,Arizona,Maricopa County,85006,33.47,-112.06,97.35,NA,51,No Different Than the NAtioNAl Rate,12.6,97.2,0.17,4,4013,111700,3012,"Phoenix-Mesa-Chandler, AZ",38060,50.3,50.6,50.2,1134,573,0.505,561,0.495,603,0.74,0,0,148,0.182,19,0.023,319,0.281,3817117,1,Large-in a metro area with at least 1 million residents or more,0,2019
