"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote"
SUNCOAST SURGERY CENTER LLC,10C0001329,1043290653,FORT MYERS,FL,33907,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.48,
CENTRAL JERSEY AMBULATORY SURGICAL CENTER LLC,31C0001142,1043297872,HILLSBOROUGH,NJ,08844,2019,N/A,5,N/A,5,2049,No Different Than the National Rate,10.7,8.1,13.9,,N/A,5,N/A,5
LASER AND SURGERY CENTER OF THE PALM BEACHES,10C0001332,1043303894,PALM BEACH GARDENS,FL,33410,2019,N/A,5,N/A,5,908,No Different Than the National Rate,13.3,10.0,17.5,,N/A,5,N/A,5
HAZLETON ENDOSCOPY CENTER INC,39C0001113,1043375702,HAZLE TOWNSHIP,PA,18202,2019,86.67,,N/A,5,754,No Different Than the National Rate,11.1,8.3,15.0,,N/A,5,N/A,5
WEST FLORIDA MEDICAL CENTER CLINIC PA,10C0001234,1043396245,PENSACOLA,FL,32514,2019,N/A,5,N/A,5,3075,No Different Than the National Rate,11.9,9.5,14.7,,N/A,5,N/A,5
COFFEE COUNTY CENTER FOR DIGESTIVE DISEASES LLC,11C0001246,1043411648,DOUGLAS,GA,31533,2019,N/A,5,N/A,5,315,No Different Than the National Rate,12.6,9.2,17.2,,N/A,5,N/A,5
ENDOCENTRE OF BALTIMORE,21C0001068,1043497019,PIKESVILLE,MD,21208,2019,N/A,5,N/A,5,3761,No Different Than the National Rate,11.7,9.5,14.5,,N/A,5,N/A,5
SURGERY CENTER OF SAN JOSE,05C0002045,1043654486,SAN JOSE,CA,95124,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
OVERLAND PARK SURGICAL SUITES,17C0001093,1043746555,OVERLAND PARK,KS,66211,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
EYE SURGERY CENTER OF NEW ALBANY,15C0001020,1053319053,NEW ALBANY,IN,47150,2019,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.10,
LOS ALAMITOS SURGERY CENTER LP,05C0001615,1053328781,LOS ALAMITOS,CA,90720,2019,N/A,5,N/A,5,69,No Different Than the National Rate,12.5,8.9,17.5,,N/A,5,N/A,5
FORBES AMBULATORY SURGERY CENTER LLC,21C0001474,1053336883,SEABROOK,MD,20706,2019,N/A,5,N/A,5,205,No Different Than the National Rate,12.2,8.8,16.9,,N/A,5,N/A,5
SURGERY CENTER AT EDGEWORTH COMMONS,39C0001184,1053356436,SEWICKLEY,PA,15143,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ADVANCED EYE SURGERY CENTER,22C0001057,1053360107,NORTH DARTMOUTH,MA,02747,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.23,
ADVANCED SURGERY CENTER LLC,28C0001038,1053366930,OMAHA,NE,68102,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
NEW ENGLAND EYE SURGICAL CENTER INC,22C0001004,1053378265,WEYMOUTH,MA,02190,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.09,
MIDWEST ENDOSCOPY SERVICES LLC,28C0001016,1053385328,OMAHA,NE,68114,2019,N/A,5,N/A,5,6313,No Different Than the National Rate,10.9,8.9,13.4,,N/A,5,N/A,5
PHYSICIANS SURGERY CTR,44C0001062,1053385856,JACKSON,TN,38305,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.10,
THE OCULAR SURGERY CENTER,45C0001072,1053388223,SAN ANTONIO,TX,78212,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.40,
ENDOSCOPY CENTER OF SOUTH BAY LP,05C0001211,1053391169,TORRANCE,CA,90505,2019,N/A,5,N/A,5,2641,No Different Than the National Rate,9.9,7.5,12.6,,N/A,5,N/A,5
NORTHWEST SURGERY CENTER RED OAK,45C0001243,1053391870,HOUSTON,TX,77090,2019,N/A,5,N/A,5,253,No Different Than the National Rate,12.7,9.2,17.3,,N/A,5,N/A,5
KINGSPORT AMBULATORY SURGERY CTR,44C0001095,1053404574,KINGSPORT,TN,37660,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
HEMET ENDOSCOPY,05C0001244,1053412189,HEMET,CA,92543,2019,N/A,5,N/A,5,536,No Different Than the National Rate,12.8,9.5,17.2,,N/A,5,N/A,5
TRI CITY REGIONAL SURGERY CENTER LLC,50C0001149,1053418137,RICHLAND,WA,99352,2019,84.52,,N/A,5,497,No Different Than the National Rate,12.5,9.2,17.0,,99.27,,N/A,5
MOUNTAIN VIEW SURGICAL CENTER INC,05C0001362,1053461624,ENCINO,CA,91436,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
EAST BAY ENDOSURGERY,05C0001641,1053496240,OAKLAND,CA,94612,2019,N/A,5,N/A,5,3446,No Different Than the National Rate,9.4,7.4,12.2,,N/A,5,N/A,5
DIGESTIVE DISEASE CENTER OF CENTRAL NEW YORK LLC,33C0001099,1053505511,LIVERPOOL,NY,13088,2019,N/A,5,N/A,5,2274,No Different Than the National Rate,12.2,9.6,15.4,,N/A,5,N/A,5
JOURNEY LITE OF CINCINNATI LLC,36C0001245,1053508077,CINCINNATI,OH,45241,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.80,,N/A,5
PROHEALTH ALIGNED LLC,52C0001086,1053562959,WAUKESHA,WI,53188,2019,100.00,,N/A,5,36,No Different Than the National Rate,12.2,8.8,17.0,,96.79,,0.10,
SOUTHWEST LINCOLN SURGERY CENTER LLC,28C0001054,1053565259,LINCOLN,NE,68502,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.37,
SURGERY CENTER AT UNIVERSITY PARK LLC DBA PREMIER SURGERY CENTER OF SARASOTA,10C0001025,1053574244,SARASOTA,FL,34232,2019,N/A,5,N/A,5,287,No Different Than the National Rate,12.4,9.1,16.9,,N/A,5,N/A,5
EYNON SURGERY CENTER LLC,39C0001148,1053575852,EYNON,PA,18403,2019,N/A,5,N/A,5,785,No Different Than the National Rate,12.2,8.9,16.1,,N/A,5,N/A,5
BJOSC LLC,52C0001081,1053585125,WAUSAU,WI,54401,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
ORTHOATLANTA SURGERY CENTER OF AUSTELL LLC,11C0001362,1053632372,AUSTELL,GA,30106,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.83,,N/A,5
RESEARCH SURGICAL CENTER LLC,06C0001139,1053661108,COLORADO SPRINGS,CO,80920,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.62,,N/A,5
SUNSET SURGICAL CENTRE LLC,38C0001104,1053688036,BEAVERTON,OR,97006,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.37,,N/A,5
ICON SURGERY CENTER OF DENVER,06C0001151,1053711275,ENGLEWOOD,CO,80112,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.39,
TEXAS PRECISION SURGERY CENTER LLC,45C0001579,1053714758,CORPUS CHRISTI,TX,78414,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
AURORA SURGERY CENTERS LLC,52C0001113,1053770149,GERMANTOWN,WI,53222,2019,99.45,,N/A,5,513,No Different Than the National Rate,11.2,8.1,15.3,,100.00,,0.00,
AUSTIN GI SURGICENTER LLC DBA AUSTIN GI SURGICENTER II,45C0001295,1053803692,AUSTIN,TX,78745,2019,95.83,,N/A,5,1895,No Different Than the National Rate,9.9,7.6,13.0,,N/A,5,N/A,5
GROVE CITY SURGERY CENTER LLC,36C0001314,1053830885,GROVE CITY,OH,43123,2019,N/A,5,N/A,5,111,No Different Than the National Rate,13.0,9.2,18.0,,N/A,5,N/A,5
EASTSIDE ENDOSCOPY CENTER LLC,11C0001471,1053846592,CONYERS,GA,30013,2019,N/A,5,N/A,5,207,No Different Than the National Rate,11.3,8.1,15.6,,N/A,5,N/A,5
ALLIANCE SPECIALTY SURGICAL CENTER,10C0001619,1053851162,ORMOND BEACH,FL,32174,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.39,,N/A,5
AIMS OUTPATIENT SURGERY,03C0001093,1063408649,KINGMAN,AZ,86409,2019,N/A,5,N/A,5,112,No Different Than the National Rate,11.4,8.1,15.9,,N/A,5,N/A,5
HARRISON SURGERY CENTER LLC,04C0001061,1063415891,HARRISON,AR,72601,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
WILMINGTON SURGERY CENTER LP,34C0001038,1063416998,WILMINGTON,NC,28401,2019,N/A,1,N/A,5,116,No Different Than the National Rate,11.4,8.0,15.9,,99.71,,0.12,
LARGO ENDOSCOPY CENTER LP,10C0001405,1063417285,LARGO,FL,33777,2019,87.93,,N/A,5,1278,No Different Than the National Rate,14.3,11.1,18.6,,N/A,5,N/A,5
ENDOSCOPY CENTER OF WESTERN NEW YORK LLC,33C0001075,1063419513,WILLIAMSVILLE,NY,14221,2019,91.63,,N/A,5,1434,No Different Than the National Rate,11.4,8.7,14.9,,N/A,5,N/A,5
SAN ANTONIO AMBULATORY SURGICAL CENTER INC,05C0001489,1063422962,UPLAND,CA,91786,2019,N/A,5,N/A,5,604,No Different Than the National Rate,12.5,9.3,17.2,,N/A,5,N/A,5
PROHEALTH AMBULATORY SURGERY CENTER INC,33C0001032,1063427706,LAKE SUCCESS,NY,11042,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.76,,N/A,5
TRICITIES ENDOSCOPY CENTER PC,44C0001122,1063437994,KINGSPORT,TN,37663,2019,N/A,5,N/A,5,651,No Different Than the National Rate,12.7,9.5,16.8,,N/A,5,N/A,5
INOVA LOUDOUN AMBULATORY SURGERY CENTER,49C0001043,1063442077,LEESBURG,VA,20176,2019,N/A,5,N/A,5,1467,No Different Than the National Rate,11.5,8.6,15.3,,N/A,5,N/A,5
WOODSTOCK ENDOSCOPY CENTER,11C0001212,1063458909,WOODSTOCK,GA,30188,2019,N/A,5,N/A,5,1550,No Different Than the National Rate,11.6,8.7,15.1,,N/A,5,N/A,5
CARROLL COUNTY AMBULATORY SURGICAL CENTER,21C0001290,1063459451,WESTMINSTER,MD,21157,2019,N/A,5,N/A,5,148,No Different Than the National Rate,12.8,9.2,17.8,,N/A,5,N/A,5
ENDOSCOPY CENTER OF ARKANSAS LLC,04C0001060,1063470730,LITTLE ROCK,AR,72207,2019,N/A,5,N/A,5,3964,No Different Than the National Rate,11.1,8.9,13.8,,N/A,5,N/A,5
LAKE MURRAY ENDOSCOPY CENTER,42C0001050,1063486504,COLUMBIA,SC,29212,2019,N/A,5,N/A,5,988,No Different Than the National Rate,11.8,8.8,15.8,,N/A,5,N/A,5
VALLEY REGIONAL SURGERY CENTER,36C0001073,1063492437,PIQUA,OH,45356,2019,N/A,5,N/A,5,274,No Different Than the National Rate,12.0,8.7,16.3,,N/A,5,N/A,5
SEDALIA SURGERY CENTER,26C0001065,1063493443,SEDALIA,MO,65301,2019,N/A,5,N/A,5,779,No Different Than the National Rate,12.0,9.1,16.1,,N/A,5,N/A,5
DOCTORS SURGICAL PARTNERSHIP LTD DBA MELBOURNE SAME DAY SURGERY,10C0001313,1063495257,MELBOURNE,FL,32901,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
AMARILLO CATARACT AND EYE SURGERY,45C0001127,1063501005,AMARILLO,TX,79106,2019,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5
TIFTON ENDOSCOPY CENTER INC,11C0001094,1063512945,TIFTON,GA,31794,2019,N/A,5,N/A,5,797,No Different Than the National Rate,13.2,10.0,17.6,,N/A,5,N/A,5
FREDERICK ENDOSCOPY CENTER LLC,21C0001244,1063519866,FREDERICK,MD,21704,2019,N/A,5,N/A,5,3046,No Different Than the National Rate,12.7,10.2,16.0,,N/A,5,N/A,5
EAST CAROLINA GASTROENTEROLOGY ENDOSCOPY CENTER INC,34C0001124,1063520070,JACKSONVILLE,NC,28546,2019,N/A,5,N/A,5,1148,No Different Than the National Rate,11.9,9.1,15.8,,N/A,5,N/A,5
CAROLINA DIGESTIVE ENDOSCOPY CENTER,34C0001136,1063584415,CHARLOTTE,NC,28211,2019,N/A,5,N/A,5,1739,No Different Than the National Rate,13.2,10.2,17.0,,N/A,5,N/A,5
CTGI ENDOSCOPY CENTER LLC,07C0001027,1063593952,BLOOMFIELD,CT,06002,2019,98.61,,N/A,5,1435,No Different Than the National Rate,9.9,7.4,13.1,,N/A,5,N/A,5
LOVELAND SURGERY CENTER,06C0001077,1063595221,LOVELAND,CO,80538,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
CLEAR CREEK SURGERY CENTER LLC,06C0001098,1063598597,WHEAT RIDGE,CO,80033,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.39,
NOVANT HEALTH HUNTERSVILLE OUTPATIENT SURGERY CENTER,34C0001168,1063641801,WINSTON SALEM,NC,27103,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.50,,0.24,
IMPERIAL CALCASIEU SURGICAL CENTER,19C0001116,1063649978,LAKE CHARLES,LA,70605,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.26,
COMMUNITY SURGERY CENTER HOWARD,15C0001109,1063659605,KOKOMO,IN,46902,2019,94.06,,N/A,5,985,No Different Than the National Rate,12.8,9.6,16.8,,97.10,,0.00,
CGS ENDOSCOPY CENTER PLLC,34C0001157,1063667020,WILSON,NC,27896,2019,100.00,,N/A,5,722,No Different Than the National Rate,13.8,10.2,18.5,,N/A,5,N/A,5
SUSQUEHANNA ENDOSCOPY CENTER LLC,39C0001267,1063685980,MONTOURSVILLE,PA,17754,2019,N/A,5,N/A,5,108,No Different Than the National Rate,11.9,8.6,16.7,,N/A,5,N/A,5
SOUTHWEST ENDOSCOPY AND SURGICENTER LLC,03C0001313,1063693588,GILBERT,AZ,85234,2019,N/A,5,N/A,5,4006,No Different Than the National Rate,14.1,11.4,17.4,,N/A,5,N/A,5
WASATCH FRONT SURGERY CENTER LLC,46C0001033,1063720365,WEST VALLEY CITY,UT,84120,2019,89.58,,N/A,5,434,No Different Than the National Rate,13.4,9.9,18.1,,99.87,,0.91,
OCHSNER MEDICAL CENTER NORTHSHORE LLC,19C0001019,1063735702,SLIDELL,LA,70461,2019,N/A,5,93.90,,N/A,N/A,N/A,N/A,N/A,5,91.28,,0.34,
MENLO PARK SURGERY CENTER LLC,31C0001308,1063750867,EDISON,NJ,08837,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PARKVIEW ORTHO CENTER LLC,15C0001026,1063757227,FORT WAYNE,IN,46845,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.81,,N/A,5
METROEAST ENDOSCOPIC SURGERY CENTER,14C0001160,1063838357,FAIRVIEW HEIGHTS,IL,62208,2019,N/A,5,N/A,5,687,No Different Than the National Rate,12.3,9.0,16.4,,N/A,5,N/A,5
MAGNOLIA SURGERY CENTER LLC,05C0002129,1063887875,EL CAJON,CA,92020,2019,N/A,5,N/A,5,79,No Different Than the National Rate,12.0,8.6,16.9,,N/A,5,N/A,5
SILVER CROSS AMBULATORY SURGERY CENTER LLC DBA SILVER CROSS SURGERY CENTER,14C0001172,1063947422,NEW LENOX,IL,60451,2019,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,97.03,,0.35,
SOUTHERN KENTUCKY SURGICENTER LLC DBA GREENVIEW SURGERY CENTER,18C0001053,1063999662,BOWLING GREEN,KY,42103,2019,65.08,,N/A,5,94,No Different Than the National Rate,11.9,8.4,16.4,,98.53,,0.00,
SUSITNA SURGERY CENTER LLC,02C0001018,1073009304,PALMER,AK,99645,2019,78.38,,N/A,5,96,No Different Than the National Rate,12.7,9.2,17.9,,100.00,,N/A,5
UNIVERSITY ORTHOPHEDICS EAST BAY SURGERY CENTER,41C0001017,1073039657,EAST PROVIDENCE,RI,02914,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.60,,N/A,5
THIBODAUX LASER AND SURGERY CENTER LLC,19C0001059,1073505616,THIBODAUX,LA,70301,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
WEST PLAINS AMBULATORY SURGERY CENTER,26C0001100,1073509733,WEST PLAINS,MO,65775,2019,N/A,5,N/A,5,235,No Different Than the National Rate,12.5,9.1,17.6,,N/A,5,N/A,5
ALLIANCE SURGERY CENTER LLC,19C0001099,1073519195,METAIRIE,LA,70006,2019,78.57,,N/A,5,596,No Different Than the National Rate,12.1,8.9,16.4,,N/A,5,N/A,5
VIA CHRISTI CLINIC SURGERY CENTER DBA ASCENSION VIA CHRISTI SURGERY CENTER,17C0001067,1073523452,WICHITA,KS,67206,2019,95.83,,N/A,5,1197,No Different Than the National Rate,12.8,9.7,16.9,,100.00,,N/A,5
STRAND GASTROINTESTINAL ENDOSCOPY CENTER,42C0001038,1073546875,MYRTLE BEACH,SC,29572,2019,99.27,,N/A,5,4612,Worse Than the National Rate,15.9,13.2,19.3,,N/A,5,N/A,5
HASTINGS LASER AND EYE SURGERY CENTER LLC,28C0001027,1073559035,HASTINGS,NE,68901,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
BOCA RATON OUTPATIENT SURGERY AND LASER CENTER LTD,10C0001156,1073571766,BOCA RATON,FL,33432,2019,N/A,5,N/A,5,1893,No Different Than the National Rate,13.1,10.4,16.5,,N/A,5,N/A,5
OUTPATIENT SURGICAL CARE LTD,03C0001041,1073579256,PHOENIX,AZ,85021,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.06,
THE CENTER FOR SAME DAY SURGERY,17C0001024,1073581880,WICHITA,KS,67214,2019,N/A,5,N/A,5,1328,No Different Than the National Rate,13.3,10.3,17.4,,N/A,5,N/A,5
SYRACUSE ENDOSCOPY ASSOCIATES,33C0001085,1073587416,SYRACUSE,NY,13210,2019,N/A,5,N/A,5,2057,No Different Than the National Rate,13.5,10.7,17.3,,N/A,5,N/A,5
DIGESTIVE HEALTH SPECIALISTS,03C0001286,1073588356,SCOTTSDALE,AZ,85255,2019,N/A,5,N/A,5,3585,No Different Than the National Rate,10.9,8.6,13.8,,N/A,5,N/A,5
PARKWAY ENDOSCOPY CENTER,05C0001503,1073588646,ESCONDIDO,CA,92025,2019,N/A,5,N/A,5,1754,No Different Than the National Rate,11.3,8.6,14.9,,N/A,5,N/A,5
TENNESSEE ENDOSCOPY CENTER,44C0001044,1073593109,MARYVILLE,TN,37804,2019,N/A,5,N/A,5,2218,No Different Than the National Rate,11.3,8.9,14.6,,N/A,5,N/A,5
AMERICAN HEALTH NETWORK OF INDIANA LLC,15C0001162,1073604310,MUNCIE,IN,47304,2019,100.00,,N/A,5,656,No Different Than the National Rate,12.4,9.0,16.8,,N/A,5,N/A,5
ROCKY MOUNTAIN SURGERY CENTER LLC,06C0001095,1073613162,ENGLEWOOD,CO,80110,2019,85.71,,N/A,5,563,No Different Than the National Rate,11.9,8.7,16.3,,100.00,,N/A,5
SHORELINE SURGERY CENTER LLC,07C0001038,1073621579,GUILFORD,CT,06437,2019,72.56,,N/A,5,2286,No Different Than the National Rate,11.8,9.2,15.0,,N/A,5,N/A,5
ROCKVILLE ESC NORTH MD ENDOSCOPY ASC LLC,21C0001368,1073675583,ROCKVILLE,MD,20850,2019,N/A,5,N/A,5,2571,No Different Than the National Rate,10.5,8.1,13.4,,N/A,5,N/A,5
THE SOUTH BEND CLINIC LLP,15C0001007,1073680419,SOUTH BEND,IN,46617,2019,100.00,,96.85,,1292,No Different Than the National Rate,11.3,8.5,15.1,,99.29,,0.31,
CENTRAL MASSACHUSETTS AMBULATORY ENDOSCOPY CENTER,22C0001045,1073682159,LEOMINSTER,MA,01453,2019,N/A,5,N/A,5,1493,No Different Than the National Rate,11.8,9.0,15.3,,N/A,5,N/A,5
PACIFIC SURGERY CENTER OF VENTURA,05C0001668,1073693123,VENTURA,CA,93003,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.88,,1.57,
ROCKWALL AMBULATORY SURGERY CENTER LLP,45C0001364,1073694550,ROCKWALL,TX,75087,2019,100.00,,N/A,5,875,No Different Than the National Rate,13.9,10.4,18.5,,100.00,,N/A,5
DIGESTIVE DISEASE AND ENDOSCOPY CENTER PLLC,50C0001223,1073757019,SILVERDALE,WA,98383,2019,77.84,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5
ENDOSCOPY CENTER OF WESTERN COLORADO INC,06C0001128,1073757480,GRAND JUNCTION,CO,81505,2019,N/A,5,N/A,5,545,No Different Than the National Rate,13.2,9.6,17.8,,N/A,5,N/A,5
GALLOWAY ENDOSCOPY CENTER,10C0001004,1073758298,MIAMI,FL,33173,2019,N/A,5,N/A,5,3674,No Different Than the National Rate,12.0,9.7,14.9,,N/A,5,N/A,5
THE COLORECTAL ENDOSURGERY INSTITUTE OF THE CAROLINAS,42C0001083,1073789020,MOUNT PLEASANT,SC,29464,2019,N/A,5,N/A,5,178,No Different Than the National Rate,13.1,9.3,18.2,,N/A,5,N/A,5
SOUTHERN EYE SURGERY CENTER LLC,25C0001009,1073791158,HATTIESBURG,MS,39402,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.01,
SURGICARE OF LAVETA DBA BARRANCA SURGERY CENTER,05C0001564,1073794855,IRVINE,CA,92606,2019,N/A,5,N/A,5,714,No Different Than the National Rate,11.5,8.6,15.5,,N/A,5,N/A,5
PENN STATE HERSHEY ENDOSCOPY CENTER LLC,39C0001291,1073816690,STATE COLLEGE,PA,16803,2019,N/A,5,N/A,5,402,No Different Than the National Rate,12.6,9.3,17.4,,N/A,5,N/A,5
CLEBURNE ENDOSCOPY CENTER LLC,45C0001601,1083000715,CLEBURNE,TX,76033,2019,N/A,5,N/A,5,301,No Different Than the National Rate,12.7,9.2,17.3,,N/A,5,N/A,5
MIDWEST EYE SURGERY CENTER,36C0001292,1083098016,CINCINNATI,OH,45245,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.39,
LAHAYE CENTER FOR ADVANCED EYE CARE APMC,19C0001027,1083601298,OPELOUSAS,LA,70570,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.05,
RENO ENDOSCOPY CENTER LLP,29C0001011,1083602411,RENO,NV,89502,2019,95.62,,N/A,5,2152,No Different Than the National Rate,10.9,8.4,14.1,,N/A,5,N/A,5
CATARACT CTR OF EAST TX,45C0001032,1083606867,TYLER,TX,75701,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.17,
BLOOMINGTON NORMAL HEALTHCARE LLC,14C0001091,1083613327,NORMAL,IL,61761,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PUYALLUP AMBULATORY SURGERY CENTER,50C0001221,1083622112,PUYALLUP,WA,98372,2019,N/A,5,N/A,5,42,No Different Than the National Rate,12.2,8.8,17.2,,N/A,5,N/A,5
PRESCOTT OUTPATIENT SURGICAL CENTER,03C0001043,1083624670,PRESCOTT,AZ,86301,2019,16.92,,N/A,5,201,No Different Than the National Rate,11.3,8.2,15.7,,100.00,,N/A,5
AMARILLO COLONOSCOPY CENTER LP,45C0001535,1083643852,AMARILLO,TX,79124,2019,41.37,,N/A,5,795,No Different Than the National Rate,11.8,8.7,15.8,,N/A,5,N/A,5
MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,45C0001443,1083644124,HOUSTON,TX,77074,2019,N/A,5,N/A,5,883,No Different Than the National Rate,11.9,8.8,16.0,,N/A,5,N/A,5
DIGESTIVE DISEASE SPECIALISTS INC,37C0001029,1083655823,OKLAHOMA CITY,OK,73112,2019,7.16,,N/A,5,5310,No Different Than the National Rate,11.8,9.7,14.1,,N/A,5,N/A,5
SURGERY CENTER OF OVERLAND PARK LP,17C0001070,1083656318,OVERLAND PARK,KS,66215,2019,90.48,,N/A,5,607,No Different Than the National Rate,11.9,8.8,16.4,,100.00,,N/A,5
CARBON SCHUYLKILL ENDOSCOPY CENTERINC,39C0001228,1083670939,LEHIGHTON,PA,18235,2019,N/A,5,N/A,5,836,No Different Than the National Rate,12.9,9.5,17.5,,N/A,5,N/A,5
GLENWOOD SURGICAL CENTER LP,05C0001082,1083670970,RIVERSIDE,CA,92503,2019,N/A,5,N/A,5,158,No Different Than the National Rate,11.7,8.6,16.2,,N/A,5,N/A,5
VISION CARE CENTER OF IDAHO LLC,13C0001034,1083674196,MERIDIAN,ID,83642,2019,N/A,5,100.00,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.00,
KINGS EYE CENTER MEDICAL GROUP INC,05C0001298,1083694319,HANFORD,CA,93230,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.17,
ELMS ENDOSCOPY CENTER,42C0001067,1083695860,CHARLESTON,SC,29406,2019,N/A,5,N/A,5,2713,No Different Than the National Rate,11.5,9.0,14.7,,N/A,5,N/A,5
ARUNDEL AMBULATORY SURGERY CENTER INC,21C0001067,1083701742,ANNAPOLIS,MD,21401,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
NATRAJ SURGERY CENTER INC,05C0001771,1083711568,PORTERVILLE,CA,93257,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
GRANITE PEAKS ENDOSCOPY LLC,46C0001047,1083758320,SANDY,UT,84092,2019,98.96,,N/A,5,1760,No Different Than the National Rate,11.4,8.6,14.9,,N/A,5,N/A,5
SOUTHERN INDIANA SURGERY CENTER,15C0001037,1083796221,BLOOMINGTON,IN,47403,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
MARYLAND DIAGNOSTIC AND THERAPEUTIC ENDO CENTER LLC,21C0001500,1083855092,ANNAPOLIS,MD,21401,2019,86.57,,N/A,5,1741,No Different Than the National Rate,11.1,8.4,14.4,,N/A,5,N/A,5
VENTURE AMBULATORY SURGERY CENTER LLC,10C0001175,1083873277,NORTH MIAMI BEACH,FL,33162,2019,100.00,,N/A,5,1200,No Different Than the National Rate,11.5,8.7,15.1,,N/A,5,N/A,5
SOUTH COUNTY SURGICAL CENTER,26C0001132,1083884894,SAINT LOUIS,MO,63128,2019,100.00,,N/A,5,767,No Different Than the National Rate,13.2,9.9,18.0,,98.94,,0.52,
CHASKA PLAZA SURGERY CENTER LLC DBA TWO TWELVE SURGERY CENTER,24C0001075,1083902423,CHASKA,MN,55318,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.70,,0.00,
